Order ID,Order Date,Customer Name,Order Status,Delivery Date,Shipment Mode,Order Value,Product Description,Project Code,Tracking ID,Customer Email,Shipping Address,Payment Status,Order Total,Tracking URL,Order Priority,Customer Rating,Product ID,Shipping Cost,Return Status,Discount Applied,Payment Method,Coupon Code,Billing Address,Gift Option,Estimated Delivery Date,Shipping Carrier,Tracking Status
9IPDRE49XI,2023-12-10,Customer_3H3FJ,Shipped,2023-12-15,Sea,27.46,Product_OPM46,L0XSJ,NUXCXB78,HH1JG@example.com,"ZN8F9VW35A Street, City, Country",Paid,350.3,www.example.com/TJT4B,Medium,4,NVZAIF9V,10.35,Returned,Yes,Bank Transfer,CODE9093,"3MWVI17MOP Street, City, Country",Yes,2023-12-20,DHL,Out for Delivery
X8CYC9U7TV,2023-12-10,Customer_M0G47,Shipped,2023-12-15,Land,322.48,Product_OI4SB,5GJCK,HZ0G48AR,ZAFS0@example.com,"2UNWU67UY0 Street, City, Country",Unpaid,777.82,www.example.com/4ONAI,High,4,LUFLOGL4,31.73,Not Returned,Yes,Credit Card,CODE3917,"Z8FOTSVO3W Street, City, Country",No,2023-12-10,DHL,In Transit
L3DK8AAHKA,2023-12-15,Customer_WU993,Processing,2023-12-15,Land,414.14,Product_ZM1X3,1LKKI,JOU4OUPP,LHXG9@example.com,"PPTDSLD9XT Street, City, Country",Paid,661.98,www.example.com/XOI93,High,5,KK45XLE8,30.25,Returned,No,Credit Card,CODE8724,"TG5NPG7WQ9 Street, City, Country",No,2023-12-10,UPS,In Transit
4H1QITNMFS,2023-12-15,Customer_NOEOJ,Shipped,2023-12-15,Air,158.45,Product_W38E4,ZNV8C,P8R6GVMC,RGCG4@example.com,"PXAOH7O3EV Street, City, Country",Paid,712.33,www.example.com/Y2X0U,Medium,3,UMSXOJ71,10.26,Not Returned,No,Bank Transfer,CODE1235,"MJ633FFEHZ Street, City, Country",Yes,2023-12-10,UPS,Out for Delivery
2JYPIRHGYD,2023-12-10,Customer_CIUXM,Shipped,2023-12-15,Sea,88.0,Product_R33W2,SALTN,Z2RPZ4Z0,NXBZ4@example.com,"VBXHFWCUOS Street, City, Country",Paid,900.03,www.example.com/KDS21,High,3,XOVCIOAS,22.38,Returned,No,PayPal,CODE1960,"AGMUDV3FIF Street, City, Country",Yes,2023-12-15,FedEx,Delivered
5QPF95M7LL,2023-12-01,Customer_Z866A,Delivered,2023-12-10,Sea,437.46,Product_L1Y0F,6SV3W,5W7CH2FH,Z82Q0@example.com,"JSTJC5PF3M Street, City, Country",Paid,195.06,www.example.com/2ISHF,High,4,J7D9C6XS,49.79,Not Returned,Yes,PayPal,CODE4172,"XM8ZQKO92F Street, City, Country",Yes,2023-12-20,FedEx,In Transit
VQPKVSV106,2023-12-15,Customer_8HSF8,Shipped,2023-12-15,Land,37.9,Product_1LIU7,JP9H4,1OMVH0Z2,44YYD@example.com,"706IU9I501 Street, City, Country",Unpaid,279.82,www.example.com/QTEB6,Medium,1,4FCJ8NIX,6.51,Returned,No,Bank Transfer,CODE4226,"N4CN0US3K4 Street, City, Country",Yes,2023-12-20,DHL,In Transit
0HZ42AY8YQ,2023-12-10,Customer_31SUO,Shipped,2023-12-10,Air,26.47,Product_NDH58,GF3A4,KF0S4SDP,FE6GJ@example.com,"5NJ2LG6AP8 Street, City, Country",Paid,263.16,www.example.com/HFIPR,Low,1,UXNHGXXM,43.59,Not Returned,Yes,Bank Transfer,CODE6105,"CAW8BNV0IX Street, City, Country",No,2023-12-20,FedEx,In Transit
GTJ1PJEIT1,2023-12-15,Customer_6SJHE,Delivered,2023-12-20,Air,221.38,Product_UYKNF,IAXS6,7FMPAMN3,TGXDL@example.com,"E9Q3XEBK6C Street, City, Country",Unpaid,570.21,www.example.com/S37U8,High,5,0VNMF6TZ,8.81,Not Returned,No,Credit Card,CODE8830,"ZZO4VCNA5E Street, City, Country",No,2023-12-15,UPS,Out for Delivery
K0J9ABUPEF,2023-12-01,Customer_QL509,Shipped,2023-12-20,Air,146.62,Product_42RDA,V3UMY,KBIOJZBE,GQTF4@example.com,"5JRS69HIWR Street, City, Country",Unpaid,668.47,www.example.com/URHX4,Medium,4,KV232670,42.57,Returned,No,Bank Transfer,CODE5797,"WAW9RCHWK5 Street, City, Country",No,2023-12-20,UPS,Out for Delivery
D2DIL45TUA,2023-12-01,Customer_HKVXI,Processing,2023-12-15,Land,461.2,Product_4U0TI,3YTJ8,N656M0SP,FV9OG@example.com,"FHZ14LEYT3 Street, City, Country",Unpaid,276.59,www.example.com/53ES0,Medium,5,3L066X0L,22.51,Not Returned,No,Bank Transfer,CODE3038,"8V1G8GHCMI Street, City, Country",No,2023-12-20,DHL,Delivered
TM3OSVLKB9,2023-12-10,Customer_X3JXK,Shipped,2023-12-20,Sea,165.97,Product_BGJTR,KMJ44,HNCFKSQM,UAJP6@example.com,"MECIKKOCO1 Street, City, Country",Unpaid,699.59,www.example.com/149TI,Low,4,DQOIHQ63,40.31,Not Returned,Yes,Credit Card,CODE3900,"EDTQSZLQHK Street, City, Country",No,2023-12-20,UPS,In Transit
EB0Z6P0NE7,2023-12-10,Customer_D03Q4,Shipped,2023-12-20,Sea,67.11,Product_T1MHS,K7BLL,AUCAVJAF,63VJR@example.com,"FDY7TR9P2H Street, City, Country",Unpaid,747.54,www.example.com/AICN2,Medium,5,LXCI1ODF,34.11,Not Returned,No,Bank Transfer,CODE4424,"GPV07M0U3V Street, City, Country",No,2023-12-15,UPS,In Transit
GR79RUVEOL,2023-12-10,Customer_W586A,Shipped,2023-12-15,Sea,126.81,Product_2XKOW,D7QJE,WFUL177G,UUOJK@example.com,"Q3EVHWXGYX Street, City, Country",Unpaid,887.39,www.example.com/ORE60,Medium,5,EWZCTSZ5,36.69,Not Returned,No,Credit Card,CODE6665,"G4CVRAPK38 Street, City, Country",Yes,2023-12-20,DHL,Out for Delivery
P0TJURACU9,2023-12-01,Customer_11FH4,Delivered,2023-12-10,Sea,240.22,Product_PWXW9,2GLXP,2ZI9GZRE,S07S3@example.com,"9LC5KM57ZA Street, City, Country",Paid,524.67,www.example.com/P4GDK,Low,4,X1MVHVGQ,46.12,Not Returned,Yes,Bank Transfer,CODE6353,"JAPH94CZ4L Street, City, Country",No,2023-12-15,DHL,Delivered
M2J0TUJBXV,2023-12-10,Customer_3WQEZ,Processing,2023-12-10,Sea,44.67,Product_88MC5,9IT08,R0ADQTOC,43WTT@example.com,"YHHPQ83Y4P Street, City, Country",Unpaid,285.6,www.example.com/F0GEH,Low,1,LUMP37XS,35.11,Returned,No,Bank Transfer,CODE9288,"XUCN232YRE Street, City, Country",Yes,2023-12-15,FedEx,Delivered
SJOQYYLR6X,2023-12-10,Customer_D7EYP,Processing,2023-12-20,Land,333.64,Product_E9VWL,CSD4V,6WHNHPYV,VNSOL@example.com,"QXCWFAUDA1 Street, City, Country",Paid,396.56,www.example.com/KH94F,Medium,1,0YDHYDEK,36.84,Returned,Yes,Bank Transfer,CODE9536,"TYGFKJZKQT Street, City, Country",No,2023-12-10,UPS,Delivered
F01F7UXFR4,2023-12-10,Customer_AW6U5,Processing,2023-12-20,Air,252.69,Product_C70MF,IOJB6,GMI6PP81,QG206@example.com,"ZWEQBWJ77M Street, City, Country",Paid,95.77,www.example.com/2DW0W,Low,3,OG7SYM86,8.87,Not Returned,No,Credit Card,CODE5635,"LS8MHEW1C6 Street, City, Country",No,2023-12-20,FedEx,Delivered
86VCCZYTW8,2023-12-15,Customer_SL4TO,Delivered,2023-12-20,Land,323.82,Product_6VMPD,NKXSQ,MBHXAD2M,8TNNB@example.com,"GQMDQ256CF Street, City, Country",Unpaid,684.85,www.example.com/LH19I,Low,4,38ZEM6TR,11.51,Not Returned,No,PayPal,CODE5541,"LQVQJ2BH9O Street, City, Country",Yes,2023-12-15,FedEx,In Transit
3880S4HXLY,2023-12-01,Customer_I6S22,Delivered,2023-12-20,Land,386.32,Product_0991P,JZ9Z0,R25YZD0V,U9L5S@example.com,"CL6BKN36GT Street, City, Country",Unpaid,92.95,www.example.com/HBUC1,Low,4,UVUK5A7K,18.89,Not Returned,Yes,PayPal,CODE2687,"FLNE6XMTZJ Street, City, Country",No,2023-12-10,DHL,Delivered
295MVYS3XR,2023-12-10,Customer_8X4LA,Processing,2023-12-20,Air,296.27,Product_W1PAX,BGYL1,QGINAFF4,UV6SV@example.com,"O7QEB5AZ4Z Street, City, Country",Unpaid,541.44,www.example.com/LCGE7,High,1,6Q2RHH27,12.15,Not Returned,Yes,Credit Card,CODE4349,"KU1WQRP1OP Street, City, Country",No,2023-12-10,UPS,Out for Delivery
M3W87GM9IC,2023-12-10,Customer_HRZIW,Delivered,2023-12-10,Land,16.51,Product_VUVHA,GEAN7,HMQ2LCZD,4Z9SF@example.com,"O8I9LDR5TZ Street, City, Country",Paid,502.54,www.example.com/5ZEX2,Medium,5,J6PLWXCO,26.54,Returned,No,Credit Card,CODE8542,"JE0LFC1W51 Street, City, Country",No,2023-12-20,FedEx,Delivered
8DZ41U9T4S,2023-12-15,Customer_ADX1I,Delivered,2023-12-15,Sea,179.25,Product_A8R4A,MR9SV,EPE2NKYY,7G3KO@example.com,"L74G53I38S Street, City, Country",Unpaid,295.93,www.example.com/PQPSM,High,3,XL66TF4W,44.76,Not Returned,No,Credit Card,CODE1527,"UM8PCY9AYU Street, City, Country",No,2023-12-20,FedEx,In Transit
4WXADAJDHY,2023-12-10,Customer_GZD1K,Shipped,2023-12-10,Air,108.51,Product_IBV4J,TFFRV,NIF9J0N7,GXO2J@example.com,"SO8W7AU0YM Street, City, Country",Unpaid,440.64,www.example.com/EVXR2,Medium,2,2GG5ECD1,11.25,Not Returned,Yes,Credit Card,CODE4669,"AYV6EQIQKG Street, City, Country",Yes,2023-12-15,UPS,In Transit
YC68QBHBGH,2023-12-10,Customer_JWMG6,Processing,2023-12-20,Air,139.7,Product_RNE4I,0YRU5,NITJIDQ5,Z1KCV@example.com,"M6ZZUNDK7L Street, City, Country",Unpaid,537.7,www.example.com/ETUUP,High,3,7X6MZGGY,39.65,Returned,No,Credit Card,CODE7803,"QMEXDYL9HJ Street, City, Country",No,2023-12-15,DHL,Delivered
2WBCSJ0U9E,2023-12-01,Customer_PM64B,Delivered,2023-12-10,Sea,109.85,Product_PH3Y5,OPF99,28OMFQ2S,3SVSY@example.com,"4M9E2SWP75 Street, City, Country",Paid,468.51,www.example.com/XJ5I0,Low,4,FNO79YRY,11.89,Returned,Yes,PayPal,CODE7698,"A1XEIP0ZCY Street, City, Country",No,2023-12-20,UPS,Out for Delivery
TZKPKHLET5,2023-12-10,Customer_GQKKA,Shipped,2023-12-15,Sea,47.17,Product_CSSHD,6XEJB,3A55AQHV,E052E@example.com,"FCBQRIV9BR Street, City, Country",Unpaid,423.29,www.example.com/KEOGJ,Medium,4,XUVZ2LPT,6.56,Returned,No,Bank Transfer,CODE5326,"HN9KOB443Z Street, City, Country",No,2023-12-15,UPS,Delivered
3KBTJ7FL0L,2023-12-10,Customer_48ENN,Delivered,2023-12-15,Air,155.94,Product_QM6IX,G2065,MFKUIZFV,0D6DS@example.com,"EQM86J8YBD Street, City, Country",Paid,235.77,www.example.com/TEPJH,Low,4,94PTL13Q,13.24,Returned,No,Bank Transfer,CODE8670,"AAGYCTCIE2 Street, City, Country",Yes,2023-12-10,UPS,Out for Delivery
J7H9EW0MD8,2023-12-10,Customer_EXUYF,Processing,2023-12-20,Air,419.13,Product_I34RY,MWVEI,JDUSS7IY,4IMNR@example.com,"S9K5ZZOTSO Street, City, Country",Unpaid,813.21,www.example.com/NI2QC,High,1,LOMGB4XM,45.17,Returned,Yes,Credit Card,CODE8548,"1JZH4R9NJW Street, City, Country",No,2023-12-20,FedEx,Out for Delivery
Y29VN354X8,2023-12-15,Customer_ZQ87R,Shipped,2023-12-15,Sea,389.67,Product_3HTXJ,VUE9N,CSDIZ63D,WYWZ0@example.com,"FCJ8AIVQQS Street, City, Country",Paid,475.06,www.example.com/6IZM4,Medium,4,M66AW4H3,24.06,Returned,No,Credit Card,CODE2023,"K1IF1YK92S Street, City, Country",No,2023-12-15,UPS,In Transit
16NKJDKECP,2023-12-10,Customer_S6M96,Processing,2023-12-15,Sea,389.81,Product_UQ2KF,Q81TG,WVDY5XKK,ETLKZ@example.com,"N7P5BIE0CN Street, City, Country",Unpaid,289.94,www.example.com/5ZVSS,High,3,SW6YBDGJ,47.87,Returned,Yes,Bank Transfer,CODE4495,"H7HRLA6VTC Street, City, Country",No,2023-12-10,UPS,Delivered
D6TOGEMWMT,2023-12-10,Customer_G34H0,Delivered,2023-12-20,Air,223.15,Product_P177Y,Q9KMA,ZFGBN1WV,VSPOV@example.com,"4NDT0MWQU4 Street, City, Country",Unpaid,610.26,www.example.com/5CHJM,Medium,3,WHHXX51T,38.03,Returned,Yes,Bank Transfer,CODE2951,"F8JJRWA25L Street, City, Country",Yes,2023-12-15,DHL,Out for Delivery
6P1V9DFPNH,2023-12-10,Customer_6XNRQ,Shipped,2023-12-10,Sea,354.9,Product_K731S,VKHFY,IFJ3FMQU,69UKH@example.com,"YQC5GMLY9P Street, City, Country",Paid,86.91,www.example.com/SQAEJ,Low,3,7Z8PTEUC,25.58,Not Returned,No,Credit Card,CODE3795,"HCQR4YP7T2 Street, City, Country",Yes,2023-12-10,DHL,Out for Delivery
ONG13OD775,2023-12-15,Customer_AX803,Shipped,2023-12-10,Land,307.31,Product_JSE27,9K3UE,1A80QBMK,MO9BO@example.com,"X2OU9OUMBS Street, City, Country",Unpaid,532.09,www.example.com/96WE0,High,3,1FOJXVNO,15.67,Returned,Yes,Credit Card,CODE7236,"TTZF4HXNZD Street, City, Country",No,2023-12-20,UPS,In Transit
8ZKXPJ90TX,2023-12-15,Customer_XQG7H,Processing,2023-12-10,Sea,434.58,Product_R96LX,4OA1F,4JSPLIPR,XEOWU@example.com,"T6T02ZQVD8 Street, City, Country",Unpaid,184.89,www.example.com/8MDTC,Medium,5,WGB9ZRXC,40.75,Returned,No,PayPal,CODE4132,"18ZP4F0T3E Street, City, Country",No,2023-12-20,UPS,Out for Delivery
QC5GPZ78G2,2023-12-01,Customer_7AO62,Shipped,2023-12-20,Air,361.73,Product_GUUGK,UWSFF,NM3IZF8D,03C49@example.com,"SHQAFMQATT Street, City, Country",Unpaid,781.71,www.example.com/KTKAD,Medium,2,M6ISQN26,49.09,Not Returned,No,PayPal,CODE8052,"WDNBS1HPD3 Street, City, Country",Yes,2023-12-20,FedEx,In Transit
ENLUDT66B8,2023-12-01,Customer_DPEF7,Delivered,2023-12-10,Sea,261.1,Product_O9UMY,0CJUW,9E90CK72,D644X@example.com,"DEEY7KANIE Street, City, Country",Unpaid,963.33,www.example.com/DEZL6,Low,1,BCCI2JZO,32.86,Returned,No,PayPal,CODE9801,"U7TQQX3I6C Street, City, Country",Yes,2023-12-15,DHL,Out for Delivery
U7FOTHCNGG,2023-12-01,Customer_RR0VP,Processing,2023-12-15,Sea,408.05,Product_BBKB8,OPT2H,MTNKUECU,63HOP@example.com,"858IKG8ZCX Street, City, Country",Unpaid,598.12,www.example.com/PCWYZ,Medium,5,U9NCLNJN,24.48,Returned,Yes,PayPal,CODE4892,"B5S7T19DLA Street, City, Country",No,2023-12-15,UPS,Out for Delivery
YABJGS0IBM,2023-12-15,Customer_I17K7,Processing,2023-12-10,Sea,430.82,Product_EA3JW,OR4JA,NA698W3N,ASMOE@example.com,"R6W4XGI3SK Street, City, Country",Paid,292.62,www.example.com/8S9I1,Medium,1,660RLKMP,15.52,Not Returned,No,PayPal,CODE4087,"NRWT51V25D Street, City, Country",Yes,2023-12-10,UPS,In Transit
YTA62WS9N6,2023-12-10,Customer_7YFKM,Processing,2023-12-10,Land,424.95,Product_U6TQ6,BWJ9X,M1GC1K8O,JX4FV@example.com,"143UR4V5PX Street, City, Country",Unpaid,219.85,www.example.com/ZKDAB,Medium,4,5T8R1SG1,43.13,Returned,No,PayPal,CODE3066,"TAIKK59D6K Street, City, Country",No,2023-12-20,DHL,Out for Delivery
OWS1622FMN,2023-12-10,Customer_0CTLM,Shipped,2023-12-15,Land,29.74,Product_HCYNM,Q34HU,UXMZYDRN,JWHIN@example.com,"0474BDE7OX Street, City, Country",Unpaid,91.83,www.example.com/BWT69,Low,5,0X7R27R3,45.96,Not Returned,No,PayPal,CODE6900,"CK79YUJ86T Street, City, Country",Yes,2023-12-20,UPS,Delivered
5IGGPR74SW,2023-12-10,Customer_CA554,Processing,2023-12-10,Land,151.66,Product_PMWRJ,OQ8OJ,2W7OCXKN,YKAB0@example.com,"2M8N6O6HCD Street, City, Country",Unpaid,658.21,www.example.com/TNQLI,Low,5,97M8MQHC,43.79,Returned,No,Bank Transfer,CODE4442,"OHB4154S3Z Street, City, Country",Yes,2023-12-15,DHL,Delivered
P28HHMOSJP,2023-12-01,Customer_2BEL2,Delivered,2023-12-10,Sea,234.24,Product_EXDU7,VRH4Q,RFXE1JQ3,QXPVQ@example.com,"Q0K1W7TYZM Street, City, Country",Paid,142.66,www.example.com/CMTR3,Low,4,NFWYFHLB,21.08,Returned,Yes,Credit Card,CODE8596,"UZ60ZUHM1O Street, City, Country",No,2023-12-15,UPS,Delivered
RA3ALQLDLP,2023-12-15,Customer_EXG1G,Delivered,2023-12-10,Sea,115.29,Product_GL12O,69ECV,C8BTXBV8,W22XB@example.com,"125098JIFN Street, City, Country",Unpaid,825.47,www.example.com/UT7ZK,High,5,APOIHIPP,10.6,Not Returned,No,Bank Transfer,CODE1670,"QA9Y3SE1DA Street, City, Country",No,2023-12-15,FedEx,In Transit
JL08GXYLEN,2023-12-10,Customer_H6GUA,Delivered,2023-12-15,Air,58.84,Product_7OPUP,A788E,HBX0SLXS,HZNA2@example.com,"KGN5W1J4NC Street, City, Country",Unpaid,886.57,www.example.com/NBPAB,Low,4,L8CAP99V,38.75,Returned,No,Credit Card,CODE6118,"LFPUUMWZ5I Street, City, Country",Yes,2023-12-15,FedEx,In Transit
O83PBF6I3O,2023-12-15,Customer_VV7VP,Delivered,2023-12-10,Air,215.07,Product_PU39E,9I6XG,4YDB0V4O,926P9@example.com,"3Y6XXALAUP Street, City, Country",Paid,256.14,www.example.com/Q15Q0,Medium,5,JXHOG9NT,7.14,Returned,Yes,Credit Card,CODE6133,"QSO1ELSQC4 Street, City, Country",No,2023-12-15,DHL,Out for Delivery
KBZUINIOOJ,2023-12-10,Customer_90DDI,Shipped,2023-12-10,Sea,188.57,Product_WHMI4,PZ2IT,BM5VTLJL,308OM@example.com,"Z8JWFN9CF3 Street, City, Country",Unpaid,358.74,www.example.com/F4B2O,High,1,1MDEVGN4,11.98,Not Returned,Yes,PayPal,CODE7141,"AJMT3T32SQ Street, City, Country",Yes,2023-12-15,DHL,In Transit
Q4WBYJJNJW,2023-12-01,Customer_C031H,Processing,2023-12-20,Land,24.79,Product_FR2C3,O4AAX,PRD3I08V,G7QU1@example.com,"GEML9AN3US Street, City, Country",Unpaid,916.92,www.example.com/O4THD,Low,2,6TI64NVF,15.02,Returned,No,Credit Card,CODE5401,"H1IUZ7CKQE Street, City, Country",Yes,2023-12-15,UPS,Out for Delivery
MYDLDYXCKM,2023-12-10,Customer_9EB4E,Shipped,2023-12-15,Air,120.62,Product_24VC6,BDP1V,XQLCCD9W,FV6HO@example.com,"E48W6RFHXJ Street, City, Country",Unpaid,620.41,www.example.com/ONNNC,Low,3,56Y5ADKO,42.44,Not Returned,No,Bank Transfer,CODE7271,"REE3WLGVT4 Street, City, Country",No,2023-12-10,UPS,In Transit
A7YV9G83FZ,2023-12-01,Customer_WH7XT,Processing,2023-12-20,Sea,78.32,Product_OITSD,WZAWD,7SG9EHJE,TDCGL@example.com,"6KPJ94LE1D Street, City, Country",Unpaid,831.3,www.example.com/8VWEY,Low,2,7INSWPGI,20.87,Returned,No,PayPal,CODE8672,"6BNNKVNSDL Street, City, Country",Yes,2023-12-10,UPS,In Transit
MVFAOKWLRE,2023-12-10,Customer_D1HO6,Delivered,2023-12-15,Sea,97.45,Product_BV7XE,AWZ5Y,IROUBDYF,B4G19@example.com,"OHYGTC1LWH Street, City, Country",Unpaid,701.72,www.example.com/GM7UP,High,2,RGG3CYVJ,38.87,Not Returned,No,Bank Transfer,CODE8627,"1NA6IWPRZO Street, City, Country",Yes,2023-12-15,DHL,Delivered
6Y7XDB5XIO,2023-12-15,Customer_SLG2Q,Delivered,2023-12-10,Land,249.79,Product_1D8JD,HRMMQ,PB7AX9SH,DYKQF@example.com,"A9SW0OCPN8 Street, City, Country",Unpaid,808.72,www.example.com/ENG4I,Medium,2,I1Q9VPOD,42.78,Not Returned,No,Credit Card,CODE4037,"9KOV9WL0PT Street, City, Country",Yes,2023-12-20,FedEx,In Transit
G7A9B5YRG7,2023-12-10,Customer_AZBBW,Delivered,2023-12-15,Land,439.39,Product_I15DE,IEBYI,0GB1WFI9,ZT4LG@example.com,"KX1O5ZORDK Street, City, Country",Paid,92.07,www.example.com/AHBDO,Medium,4,XL9H8VKG,25.63,Not Returned,Yes,Bank Transfer,CODE4410,"8LBHGJMU5I Street, City, Country",Yes,2023-12-20,DHL,In Transit
Q8M0Y5CESV,2023-12-15,Customer_P7MV6,Processing,2023-12-20,Land,56.62,Product_AQEBP,Y1FJB,I24WNF3U,B5DJW@example.com,"Y5KLRAK6SD Street, City, Country",Unpaid,735.19,www.example.com/QDR4O,Medium,2,5YY39O5T,36.89,Returned,No,PayPal,CODE2500,"6JJ8TIK8KK Street, City, Country",No,2023-12-20,DHL,Delivered
SZ1C5ZQ1W7,2023-12-10,Customer_7O2NH,Processing,2023-12-20,Land,98.98,Product_NQIK5,Z06FP,KXZIP08L,MIADS@example.com,"4XVKCIPNKY Street, City, Country",Unpaid,932.32,www.example.com/NI4AG,High,1,QPVCDZSE,13.33,Not Returned,No,PayPal,CODE3778,"KQNYFXALOQ Street, City, Country",No,2023-12-10,FedEx,Out for Delivery
1U19NY7KHV,2023-12-15,Customer_7NJ2A,Shipped,2023-12-20,Land,294.53,Product_2LCRV,3XVJN,CS3TGBBA,FKOCQ@example.com,"8YJ2TN4EXR Street, City, Country",Paid,477.06,www.example.com/B2BMO,High,5,1X6SPLB3,35.35,Returned,Yes,PayPal,CODE1373,"2HB797L41X Street, City, Country",Yes,2023-12-15,FedEx,In Transit
ZGNTXT0557,2023-12-15,Customer_OSXAV,Shipped,2023-12-15,Land,267.48,Product_CMPUH,7FP88,5K2EJTB9,NSFHT@example.com,"6Q8D6R56SD Street, City, Country",Paid,823.38,www.example.com/E9K7Q,Low,2,JSBFU8PP,17.88,Not Returned,No,PayPal,CODE9706,"XLG19SJOY4 Street, City, Country",No,2023-12-10,DHL,Out for Delivery
EPEZFQUFJG,2023-12-15,Customer_6XAI9,Delivered,2023-12-10,Air,201.11,Product_67FI9,1444F,HCC0RZSB,4Q14U@example.com,"0X1E4J6N7N Street, City, Country",Unpaid,848.18,www.example.com/DX5TA,Medium,2,1RFF3PW0,25.73,Returned,No,PayPal,CODE4511,"JLAWUC97BX Street, City, Country",Yes,2023-12-10,DHL,In Transit
